type_id,group_id,type_name,group_name,category_id,category_name
15268,328,Brynn's Modified Explosive Armor Hardener,Armor Hardener,7,Module
15270,328,Tuvan's Modified Explosive Armor Hardener,Armor Hardener,7,Module
15272,328,Setele's Modified Explosive Armor Hardener,Armor Hardener,7,Module
15274,328,Cormack's Modified Explosive Armor Hardener,Armor Hardener,7,Module
15276,212,Brynn's Modified Sensor Booster,Sensor Booster,7,Module
15278,212,Tuvan's Modified Sensor Booster,Sensor Booster,7,Module
15280,212,Setele's Modified Sensor Booster,Sensor Booster,7,Module
15282,212,Cormack's Modified Sensor Booster,Sensor Booster,7,Module
15284,213,Brynn's Modified Tracking Computer,Tracking Computer,7,Module
15286,213,Tuvan's Modified Tracking Computer,Tracking Computer,7,Module
15288,213,Setele's Modified Tracking Computer,Tracking Computer,7,Module
15290,213,Cormack's Modified Tracking Computer,Tracking Computer,7,Module
15292,766,Brynn's Modified Power Diagnostic System,Power Diagnostic System,7,Module
15294,766,Tuvan's Modified Power Diagnostic System,Power Diagnostic System,7,Module
15296,766,Setele's Modified Power Diagnostic System,Power Diagnostic System,7,Module
15298,766,Cormack's Modified Power Diagnostic System,Power Diagnostic System,7,Module
15300,769,Brynn's Modified Reactor Control Unit,Reactor Control Unit,7,Module
15302,769,Tuvan's Modified Reactor Control Unit,Reactor Control Unit,7,Module
15304,769,Setele's Modified Reactor Control Unit,Reactor Control Unit,7,Module
15306,769,Cormack's Modified Reactor Control Unit,Reactor Control Unit,7,Module
15308,285,Brynn's Modified Co-Processor,CPU Enhancer,7,Module
15310,285,Tuvan's Modified Co-Processor,CPU Enhancer,7,Module
15312,285,Setele's Modified Co-Processor,CPU Enhancer,7,Module
15314,285,Cormack's Modified Co-Processor,CPU Enhancer,7,Module
15316,314,Galeptos Medicine,Miscellaneous,17,Commodity
15317,1034,Genetically Enhanced Livestock,Refined Commodities - Tier 2,43,Planetary Commodities
15318,314,Top-Secret Design Documents,Miscellaneous,17,Commodity
15319,314,Large Special Delivery,Miscellaneous,17,Commodity
15320,673,Caldari Navy Moa,Mission Caldari State Cruiser,11,Entity
15322,668,Imperial Navy Maller,Mission Amarr Empire Cruiser,11,Entity
15323,668,Ammatar Navy Maller,Mission Amarr Empire Cruiser,11,Entity
15324,705,Republic Fleet Rupture,Mission Minmatar Republic Cruiser,11,Entity
15325,678,Federation Navy Thorax,Mission Gallente Federation Cruiser,11,Entity
15326,674,Caldari Navy Scorpion,Mission Caldari State Battleship,11,Entity
15327,706,Republic Fleet Typhoon,Mission Minmatar Republic Battleship,11,Entity
15328,667,Imperial Navy Armageddon,Mission Amarr Empire Battleship,11,Entity
15329,667,Ammatar Navy Armageddon,Mission Amarr Empire Battleship,11,Entity
15330,680,Federation Navy Dominix,Mission Gallente Federation Battleship,11,Entity
15331,526,Metal Scraps,Commodities,17,Commodity
15333,817,Pirate Transport Ship,Mission Generic Cruisers,11,Entity
15334,817,Smuggler Freight,Mission Generic Cruisers,11,Entity
15335,667,Imperial Navy Fleet Commander,Mission Amarr Empire Battleship,11,Entity
15336,667,Ammatar Navy Fleet Commander,Mission Amarr Empire Battleship,11,Entity
15337,680,Federation Navy Fleet Commander,Mission Gallente Federation Battleship,11,Entity
15338,674,Caldari Navy Fleet Commander,Mission Caldari State Battleship,11,Entity
15341,706,Republic Fleet Command Ship,Mission Minmatar Republic Battleship,11,Entity
15342,683,Republic Fleet Squad Leader,Mission Minmatar Republic Frigate,11,Entity
15343,705,Republic Fleet Raid Leader,Mission Minmatar Republic Cruiser,11,Entity
15344,665,Imperial Navy Squad Leader,Mission Amarr Empire Frigate,11,Entity
15345,677,Federation Navy Squad Leader,Mission Gallente Federation Frigate,11,Entity
15346,671,Caldari Navy Squad Leader,Mission Caldari State Frigate,11,Entity
15347,665,Ammatar Navy Squad Leader,Mission Amarr Empire Frigate,11,Entity
15349,673,Caldari Navy Raid Leader,Mission Caldari State Cruiser,11,Entity
15350,668,Imperial Navy Raid Leader,Mission Amarr Empire Cruiser,11,Entity
15351,680,Federation Navy Raid Leader,Mission Gallente Federation Battleship,11,Entity
15352,668,Ammatar Navy Raid Leader,Mission Amarr Empire Cruiser,11,Entity
15353,314,Research Tools,Miscellaneous,17,Commodity
15354,818,DED Scout Drone,Mission Generic Frigates,11,Entity
15355,680,Gallentean Luxury Yacht,Mission Gallente Federation Battleship,11,Entity
15390,817,Hari Kaimo,Mission Generic Cruisers,11,Entity
15391,817,Pierre Turon,Mission Generic Cruisers,11,Entity
15392,818,Zack Mead,Mission Generic Frigates,11,Entity
15393,816,Jared Kalem,Mission Generic Battleships,11,Entity
15394,816,Taisu Magdesh,Mission Generic Battleships,11,Entity
15395,337,Construction Freight,Mission Drone,11,Entity
15396,821,General Luther Veron,Deadspace Overseer Battleship,11,Entity
15397,205,Luther Veron's Modified Heat Sink,Heat Sink,7,Module
15399,53,Luther Veron's Modified Dual Heavy Beam Laser,Energy Weapon,7,Module
15401,53,Luther Veron's Modified Mega Beam Laser,Energy Weapon,7,Module
15403,53,Luther Veron's Modified Tachyon Beam Laser,Energy Weapon,7,Module
15405,72,Luther Veron's Modified Large EMP Smartbomb,Smart Bomb,7,Module
15407,77,Luther Veron's Modified Adaptive Invulnerability Field,Shield Hardener,7,Module
15408,38,Luther Veron's Modified Shield Extender,Shield Extender,7,Module
15410,314,Neophite,Miscellaneous,17,Commodity
15411,667,Amarr Luxury Yacht,Mission Amarr Empire Battleship,11,Entity
15412,818,Andres Sikvatsen,Mission Generic Frigates,11,Entity
15413,821,Commander Terachi TashMurkon,Deadspace Overseer Battleship,11,Entity
15414,821,Warlord Shaqil Dragat,Deadspace Overseer Battleship,11,Entity
15415,821,Fleet Commander Naiyon Tai,Deadspace Overseer Battleship,11,Entity
15416,302,Naiyon's Modified Magnetic Field Stabilizer,Magnetic Field Stabilizer,7,Module
15418,77,Naiyon's Modified Adaptive Invulnerability Field,Shield Hardener,7,Module
15419,65,Naiyon's Modified Stasis Webifier,Stasis Web,7,Module
15421,74,Naiyon's Modified 425mm Railgun,Hybrid Weapon,7,Module
15423,74,Naiyon's Modified 350mm Railgun,Hybrid Weapon,7,Module
15425,285,Naiyon's Modified Co-Processor,CPU Enhancer,7,Module
15427,53,Makur's Modified Dual Heavy Beam Laser,Energy Weapon,7,Module
15429,53,Makur's Modified Mega Beam Laser,Energy Weapon,7,Module
15431,52,Makur's Modified Warp Disruptor,Warp Scrambler,7,Module
15433,52,Makur's Modified Warp Scrambler,Warp Scrambler,7,Module
15435,205,Makur's Modified Heat Sink,Heat Sink,7,Module
15437,767,Makur's Modified Capacitor Power Relay,Capacitor Power Relay,7,Module
15439,766,Makur's Modified Power Diagnostic System,Power Diagnostic System,7,Module
15443,55,Shaqil's Modified 1200mm Artillery Cannon,Projectile Weapon,7,Module
15445,55,Shaqil's Modified 1400mm Howitzer Artillery,Projectile Weapon,7,Module
15447,59,Shaqil's Modified Gyrostabilizer,Gyrostabilizer,7,Module
15449,506,Shaqil's Modified Cruise Missile Launcher,Missile Launcher Cruise,7,Module
15451,68,Shaqil's Modified Heavy Energy Nosferatu,Energy Nosferatu,7,Module
15453,326,Shaqil's Modified Energized Thermal Membrane,Energized Armor Membrane,7,Module
15455,326,Shaqil's Modified Energized Adaptive Nano Membrane,Energized Armor Membrane,7,Module
15457,303,Standard X-Instinct Booster,Booster,20,Implant
15458,303,Improved X-Instinct Booster,Booster,20,Implant
15459,303,Strong X-Instinct Booster,Booster,20,Implant
15460,303,Standard Frentix Booster,Booster,20,Implant
15461,303,Improved Frentix Booster,Booster,20,Implant
15462,303,Strong Frentix Booster,Booster,20,Implant
15463,303,Standard Mindflood Booster,Booster,20,Implant
15464,303,Improved Mindflood Booster,Booster,20,Implant
15465,303,Strong Mindflood Booster,Booster,20,Implant
15466,303,Standard Drop Booster,Booster,20,Implant
15477,303,Improved Drop Booster,Booster,20,Implant
15478,303,Strong Drop Booster,Booster,20,Implant
15479,303,Standard Exile Booster,Booster,20,Implant
15480,303,Improved Exile Booster,Booster,20,Implant
15508,100,Vespa I,Combat Drone,18,Drone
15509,176,Vespa I Blueprint,Combat Drone Blueprint,9,Blueprint
15510,100,Valkyrie I,Combat Drone,18,Drone
15511,176,Valkyrie I Blueprint,Combat Drone Blueprint,9,Blueprint
15577,665,Imperial Navy Elite Soldier,Mission Amarr Empire Frigate,11,Entity
15578,665,Ammatar Navy Elite Soldier,Mission Amarr Empire Frigate,11,Entity
15579,671,Caldari Navy Elite Soldier,Mission Caldari State Frigate,11,Entity
15580,677,Federation Navy Elite Soldier,Mission Gallente Federation Frigate,11,Entity
15581,683,Republic Fleet Elite Soldier,Mission Minmatar Republic Frigate,11,Entity
15582,817,Captain Yeni Sarum,Mission Generic Cruisers,11,Entity
15583,817,Captain Jerek Zuomi,Mission Generic Cruisers,11,Entity
15584,817,Captain Mizuma Gomi,Mission Generic Cruisers,11,Entity
15585,817,Captain Jerome Leman,Mission Generic Cruisers,11,Entity
15586,817,Captain Kali Midez,Mission Generic Cruisers,11,Entity
15587,409,Federation Navy Midshipman Insignia I,Empire Insignia Drops,17,Commodity
15588,409,Federation Navy Midshipman Insignia II,Empire Insignia Drops,17,Commodity
15589,409,Federation Navy Midshipman Insignia III,Empire Insignia Drops,17,Commodity
15590,409,Federation Navy Sergeant Insignia I,Empire Insignia Drops,17,Commodity
15591,409,Federation Navy Sergeant Major Insignia I,Empire Insignia Drops,17,Commodity
15592,409,Federation Navy Fleet Captain Insignia I,Empire Insignia Drops,17,Commodity
15593,409,Federation Navy Fleet Major Insignia I,Empire Insignia Drops,17,Commodity
15594,409,Federation Navy Fleet Colonel Insignia I,Empire Insignia Drops,17,Commodity
15596,409,Caldari Navy Midshipman Insignia I,Empire Insignia Drops,17,Commodity
15597,409,Caldari Navy Midshipman Insignia II,Empire Insignia Drops,17,Commodity
15598,409,Caldari Navy Midshipman Insignia III,Empire Insignia Drops,17,Commodity
15599,409,Caldari Navy Captain Insignia I,Empire Insignia Drops,17,Commodity
15600,409,Caldari Navy Captain Insignia II,Empire Insignia Drops,17,Commodity
15601,409,Caldari Navy Captain Insignia III,Empire Insignia Drops,17,Commodity
15602,409,Caldari Navy Commodore Insignia I,Empire Insignia Drops,17,Commodity
15604,409,Caldari Navy Admiral Insignia I,Empire Insignia Drops,17,Commodity
15605,409,Caldari Navy Vice Admiral Insignia I,Empire Insignia Drops,17,Commodity
15607,409,Imperial Navy Midshipman Insignia I,Empire Insignia Drops,17,Commodity
15608,409,Imperial Navy Midshipman Insignia II,Empire Insignia Drops,17,Commodity
15609,409,Imperial Navy Midshipman Insignia III,Empire Insignia Drops,17,Commodity
15610,409,Imperial Navy Sergeant Insignia I,Empire Insignia Drops,17,Commodity
15611,409,Imperial Navy Sergeant Major Insignia I,Empire Insignia Drops,17,Commodity
15612,409,Imperial Navy Captain Insignia I,Empire Insignia Drops,17,Commodity
15613,409,Imperial Navy Major Insignia I,Empire Insignia Drops,17,Commodity
15614,409,Imperial Navy Colonel Insignia I,Empire Insignia Drops,17,Commodity
15615,409,Imperial Navy General Insignia I,Empire Insignia Drops,17,Commodity
15617,409,Ammatar Navy Midshipman Insignia I,Empire Insignia Drops,17,Commodity
15618,409,Ammatar Navy Midshipman Insignia II,Empire Insignia Drops,17,Commodity
15619,409,Ammatar Navy Midshipman Insignia III,Empire Insignia Drops,17,Commodity
15620,409,Ammatar Navy Sergeant Insignia I,Empire Insignia Drops,17,Commodity
15621,409,Ammatar Navy Sergeant Major Insignia I,Empire Insignia Drops,17,Commodity
15622,409,Ammatar Navy Captain Insignia I,Empire Insignia Drops,17,Commodity
15623,409,Ammatar Navy Major Insignia I,Empire Insignia Drops,17,Commodity
15625,409,Republic Fleet Midshipman Insignia I,Empire Insignia Drops,17,Commodity
15626,409,Republic Fleet Midshipman Insignia II,Empire Insignia Drops,17,Commodity
15627,409,Republic Fleet Midshipman Insignia III,Empire Insignia Drops,17,Commodity
15628,409,Republic Fleet Private Insignia I,Empire Insignia Drops,17,Commodity
15629,409,Republic Fleet Private Insignia II,Empire Insignia Drops,17,Commodity
15630,409,Republic Fleet Captain Insignia I,Empire Insignia Drops,17,Commodity
15631,409,Republic Fleet High Captain Insignia I,Empire Insignia Drops,17,Commodity
15632,409,Republic Fleet Commander Insignia I,Empire Insignia Drops,17,Commodity
15634,409,Imperial Navy Squad Leader Insignia,Empire Insignia Drops,17,Commodity
15635,409,Imperial Navy Raid Leader Insignia,Empire Insignia Drops,17,Commodity
15636,409,Imperial Navy Sergeant Elite Insignia,Empire Insignia Drops,17,Commodity
15637,409,Yeni Sarum's Insignia,Empire Insignia Drops,17,Commodity
15638,409,Terachi Tash-Murkon's Insignia,Empire Insignia Drops,17,Commodity
15639,409,Karzo Sarum's Insignia,Empire Insignia Drops,17,Commodity
15640,409,Ammatar Navy Squad Leader Insignia,Empire Insignia Drops,17,Commodity
15641,409,Ammatar Navy Raid Leader Insignia,Empire Insignia Drops,17,Commodity
15642,409,Ammatar Navy Sergeant Elite Insignia,Empire Insignia Drops,17,Commodity
15643,409,Ammatar Navy Fleet Commander Insignia,Empire Insignia Drops,17,Commodity
15644,409,Zerim Kurzon's Insignia,Empire Insignia Drops,17,Commodity
15645,409,Jerek Zuomi's Insignia,Empire Insignia Drops,17,Commodity
15646,409,Federation Navy Command Sergeant Major Insignia I,Empire Insignia Drops,17,Commodity
15647,409,Federation Navy Squad Leader Insignia,Empire Insignia Drops,17,Commodity
15648,409,Federation Navy Raid Leader Insignia,Empire Insignia Drops,17,Commodity
15649,409,Federation Navy Sergeant Elite Insignia,Empire Insignia Drops,17,Commodity
15650,409,Federation Navy Fleet Commander Insignia,Empire Insignia Drops,17,Commodity
15651,409,Jerome Leman's Insignia,Empire Insignia Drops,17,Commodity
15652,409,Luther Veron's Insignia,Empire Insignia Drops,17,Commodity
15653,409,Caldari Navy Captain Elite Insignia,Empire Insignia Drops,17,Commodity
15654,409,Caldari Navy Squad Leader Insignia,Empire Insignia Drops,17,Commodity
15655,409,Caldari Navy Raid Leader Insignia,Empire Insignia Drops,17,Commodity
15656,409,Caldari Navy Commodore Insignia II,Empire Insignia Drops,17,Commodity
15657,409,Caldari Navy Fleet Commander Insignia,Empire Insignia Drops,17,Commodity
15658,409,Naiyon Tai's Insignia,Empire Insignia Drops,17,Commodity
15659,409,Mizuma Gomi's Insignia,Empire Insignia Drops,17,Commodity
15660,409,Republic Fleet Private Insignia III,Empire Insignia Drops,17,Commodity
15661,409,Republic Fleet Commander Insignia II,Empire Insignia Drops,17,Commodity
15662,409,Republic Fleet Squad Leader Insignia,Empire Insignia Drops,17,Commodity
15663,409,Republic Fleet Raid Leader Insignia,Empire Insignia Drops,17,Commodity
15664,409,Republic Fleet Navy Commander Insignia,Empire Insignia Drops,17,Commodity
15666,409,Republic Fleet Private Elite Insignia,Empire Insignia Drops,17,Commodity
15667,409,Kali Midez's Insignia,Empire Insignia Drops,17,Commodity
15668,409,Shaqil Dragat's Insignia,Empire Insignia Drops,17,Commodity
15669,409,Imperial Navy General Insignia II,Empire Insignia Drops,17,Commodity
15670,409,Imperial Navy Fleet Commander Insignia,Empire Insignia Drops,17,Commodity
15671,409,Ammatar Navy Colonel Insignia II,Empire Insignia Drops,17,Commodity
15672,409,Ammatar Navy Major Insignia II,Empire Insignia Drops,17,Commodity
15673,409,Federation Navy Fleet Colonel Insignia II,Empire Insignia Drops,17,Commodity
15674,409,Minmatar Freedom Fighter Insignia I,Empire Insignia Drops,17,Commodity
15675,285,Caldari Navy Co-Processor,CPU Enhancer,7,Module
15676,346,Caldari Navy Co-Processor Blueprint,Co-Processor Blueprint,9,Blueprint
15677,285,Federation Navy Co-Processor,CPU Enhancer,7,Module
15678,346,Federation Navy Co-Processor Blueprint,Co-Processor Blueprint,9,Blueprint
15681,367,Caldari Navy Ballistic Control System,Ballistic Control system,7,Module
15682,400,Caldari Navy Ballistic Control System Blueprint,Ballistic Control System Blueprint,9,Blueprint
15683,367,Republic Fleet Ballistic Control System,Ballistic Control system,7,Module
15684,400,Republic Fleet Ballistic Control System Blueprint,Ballistic Control System Blueprint,9,Blueprint
15685,98,Imperial Navy Thermal Coating,Armor Coating,7,Module
15686,163,Imperial Navy Thermal Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15687,98,Imperial Navy EM Coating,Armor Coating,7,Module
15688,163,Imperial Navy EM Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15689,98,Imperial Navy Explosive Coating,Armor Coating,7,Module
15690,163,Imperial Navy Explosive Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15691,98,Imperial Navy Kinetic Coating,Armor Coating,7,Module
15692,163,Imperial Navy Kinetic Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15693,98,Imperial Navy Multispectrum Coating,Armor Coating,7,Module
15694,163,Imperial Navy Multispectrum Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15695,98,Republic Fleet Thermal Coating,Armor Coating,7,Module
15696,163,Republic Fleet Thermal Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15697,98,Republic Fleet EM Coating,Armor Coating,7,Module
15698,163,Republic Fleet EM Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15699,98,Republic Fleet Explosive Coating,Armor Coating,7,Module
15700,163,Republic Fleet Explosive Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15701,98,Republic Fleet Kinetic Coating,Armor Coating,7,Module
15702,163,Republic Fleet Kinetic Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15703,98,Republic Fleet Multispectrum Coating,Armor Coating,7,Module
15704,163,Republic Fleet Multispectrum Coating Blueprint,Armor Coating Blueprint,9,Blueprint
15705,328,Imperial Navy Thermal Armor Hardener,Armor Hardener,7,Module
15706,348,Imperial Navy Thermal Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15707,328,Imperial Navy Kinetic Armor Hardener,Armor Hardener,7,Module
15708,348,Imperial Navy Kinetic Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15709,328,Imperial Navy Explosive Armor Hardener,Armor Hardener,7,Module
15710,348,Imperial Navy Explosive Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15711,328,Imperial Navy EM Armor Hardener,Armor Hardener,7,Module
15712,348,Imperial Navy EM Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15713,328,Republic Fleet Thermal Armor Hardener,Armor Hardener,7,Module
15714,348,Republic Fleet Thermal Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15715,328,Republic Fleet Kinetic Armor Hardener,Armor Hardener,7,Module
15716,348,Republic Fleet Kinetic Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15717,328,Republic Fleet Explosive Armor Hardener,Armor Hardener,7,Module
15718,348,Republic Fleet Explosive Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15719,328,Republic Fleet EM Armor Hardener,Armor Hardener,7,Module
15720,348,Republic Fleet EM Armor Hardener Blueprint,Armor Hardener Blueprint,9,Blueprint
15721,326,Imperial Navy Thermal Energized Membrane,Energized Armor Membrane,7,Module
15722,163,Imperial Navy Thermal Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15723,326,Imperial Navy EM Energized Membrane,Energized Armor Membrane,7,Module
15724,163,Imperial Navy EM Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15725,326,Imperial Navy Explosive Energized Membrane,Energized Armor Membrane,7,Module
15726,163,Imperial Navy Explosive Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15727,326,Imperial Navy Kinetic Energized Membrane,Energized Armor Membrane,7,Module
15728,163,Imperial Navy Kinetic Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15729,326,Imperial Navy Multispectrum Energized Membrane,Energized Armor Membrane,7,Module
15730,163,Imperial Navy Multispectrum Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15731,326,Federation Navy Thermal Energized Membrane,Energized Armor Membrane,7,Module
15732,163,Federation Navy Thermal Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15733,326,Federation Navy EM Energized Membrane,Energized Armor Membrane,7,Module
15734,163,Federation Navy EM Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15735,326,Federation Navy Explosive Energized Membrane,Energized Armor Membrane,7,Module
15736,163,Federation Navy Explosive Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15737,326,Federation Navy Kinetic Energized Membrane,Energized Armor Membrane,7,Module
15738,163,Federation Navy Kinetic Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15739,326,Federation Navy Multispectrum Energized Membrane,Energized Armor Membrane,7,Module
15740,163,Federation Navy Multispectrum Energized Membrane Blueprint,Armor Coating Blueprint,9,Blueprint
15741,62,Ammatar Navy Small Armor Repairer,Armor Repair Unit,7,Module
15742,62,Ammatar Navy Medium Armor Repairer,Armor Repair Unit,7,Module
15743,62,Ammatar Navy Large Armor Repairer,Armor Repair Unit,7,Module
15744,62,Federation Navy Small Armor Repairer,Armor Repair Unit,7,Module
15745,62,Federation Navy Medium Armor Repairer,Armor Repair Unit,7,Module
15746,62,Federation Navy Large Armor Repairer,Armor Repair Unit,7,Module
15747,46,Republic Fleet 5MN Microwarpdrive,Propulsion Module,7,Module
15748,126,Republic Fleet 5MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15749,46,Republic Fleet 1MN Afterburner,Propulsion Module,7,Module
15750,126,Republic Fleet 1MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15751,46,Republic Fleet 50MN Microwarpdrive,Propulsion Module,7,Module
15752,126,Republic Fleet 50MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15753,46,Republic Fleet 10MN Afterburner,Propulsion Module,7,Module
15754,126,Republic Fleet 10MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15755,46,Republic Fleet 500MN Microwarpdrive,Propulsion Module,7,Module
15756,126,Republic Fleet 500MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15757,46,Republic Fleet 100MN Afterburner,Propulsion Module,7,Module
15758,126,Republic Fleet 100MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15759,46,Federation Navy 5MN Microwarpdrive,Propulsion Module,7,Module
15760,126,Federation Navy 5MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15761,46,Federation Navy 1MN Afterburner,Propulsion Module,7,Module
15762,126,Federation Navy 1MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15764,46,Federation Navy 50MN Microwarpdrive,Propulsion Module,7,Module
15765,126,Federation Navy 50MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15766,46,Federation Navy 10MN Afterburner,Propulsion Module,7,Module
15767,126,Federation Navy 10MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15768,46,Federation Navy 500MN Microwarpdrive,Propulsion Module,7,Module
15769,126,Federation Navy 500MN Microwarpdrive Blueprint,Propulsion Module Blueprint,9,Blueprint
15770,46,Federation Navy 100MN Afterburner,Propulsion Module,7,Module
15771,126,Federation Navy 100MN Afterburner Blueprint,Propulsion Module Blueprint,9,Blueprint
15772,76,Ammatar Navy Small Capacitor Booster,Capacitor Booster,7,Module
15773,156,Ammatar Navy Small Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15774,76,Ammatar Navy Micro Capacitor Booster,Capacitor Booster,7,Module
15776,76,Ammatar Navy Medium Capacitor Booster,Capacitor Booster,7,Module
15777,156,Ammatar Navy Medium Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15778,76,Ammatar Navy Heavy Capacitor Booster,Capacitor Booster,7,Module
15779,156,Ammatar Navy Heavy Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15780,76,Imperial Navy Small Capacitor Booster,Capacitor Booster,7,Module
15781,156,Imperial Navy Small Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15782,76,Imperial Navy Micro Capacitor Booster,Capacitor Booster,7,Module
15783,156,Imperial Navy Micro Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15784,76,Imperial Navy Medium Capacitor Booster,Capacitor Booster,7,Module
15785,156,Imperial Navy Medium Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15786,76,Imperial Navy Heavy Capacitor Booster,Capacitor Booster,7,Module
15787,156,Imperial Navy Heavy Capacitor Booster Blueprint,Capacitor Booster Blueprint,9,Blueprint
15788,43,Ammatar Navy Cap Recharger,Capacitor Recharger,7,Module
15789,123,Ammatar Navy Cap Recharger Blueprint,Capacitor Recharger Blueprint,9,Blueprint
15790,330,Caldari Navy Cloaking Device,Cloaking Device,7,Module
15791,401,Caldari Navy Cloaking Device Blueprint,Cloaking Device Blueprint,9,Blueprint
15792,213,Federation Navy Tracking Computer,Tracking Computer,7,Module
15793,224,Federation Navy Tracking Computer Blueprint,Tracking Computer Blueprint,9,Blueprint
15794,71,Ammatar Navy Small Energy Neutralizer,Energy Neutralizer,7,Module
15795,151,Ammatar Navy Small Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15796,71,Ammatar Navy Medium Energy Neutralizer,Energy Neutralizer,7,Module
15797,151,Ammatar Navy Medium Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15798,71,Ammatar Navy Heavy Energy Neutralizer,Energy Neutralizer,7,Module
15799,151,Ammatar Navy Heavy Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15800,71,Imperial Navy Small Energy Neutralizer,Energy Neutralizer,7,Module
15801,151,Imperial Navy Small Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15802,71,Imperial Navy Medium Energy Neutralizer,Energy Neutralizer,7,Module
15803,151,Imperial Navy Medium Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15804,71,Imperial Navy Heavy Energy Neutralizer,Energy Neutralizer,7,Module
15805,151,Imperial Navy Heavy Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,9,Blueprint
15806,59,Republic Fleet Gyrostabilizer,Gyrostabilizer,7,Module
15807,139,Republic Fleet Gyrostabilizer Blueprint,Gunnery Upgrade Blueprint,9,Blueprint
15808,205,Ammatar Navy Heat Sink,Heat Sink,7,Module
15809,218,Ammatar Navy Heat Sink Blueprint,Heat Sink Blueprint,9,Blueprint
15810,205,Imperial Navy Heat Sink,Heat Sink,7,Module
15811,218,Imperial Navy Heat Sink Blueprint,Heat Sink Blueprint,9,Blueprint
15812,764,Republic Fleet Overdrive Injector,Overdrive Injector System,7,Module
15813,763,Republic Fleet Nanofiber Structure,Nanofiber Internal Structure,7,Module
15814,74,Caldari Navy Dual 250mm Railgun,Hybrid Weapon,7,Module
15815,74,Caldari Navy Dual 150mm Railgun,Hybrid Weapon,7,Module
15816,74,Caldari Navy 75mm Railgun,Hybrid Weapon,7,Module
15817,74,Caldari Navy 425mm Railgun,Hybrid Weapon,7,Module
15818,74,Caldari Navy 350mm Railgun,Hybrid Weapon,7,Module
15819,154,Caldari Navy 350mm Railgun Blueprint,Hybrid Weapon Blueprint,9,Blueprint
15820,74,Caldari Navy 250mm Railgun,Hybrid Weapon,7,Module
15821,74,Caldari Navy 200mm Railgun,Hybrid Weapon,7,Module
15822,154,Caldari Navy 200mm Railgun Blueprint,Hybrid Weapon Blueprint,9,Blueprint
15823,74,Caldari Navy 150mm Railgun,Hybrid Weapon,7,Module
15824,74,Caldari Navy 125mm Railgun,Hybrid Weapon,7,Module
15825,74,Federation Navy Neutron Blaster Cannon,Hybrid Weapon,7,Module
